image_path,caption
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_19597_BNF_41766388_cn_coin_21792_o_rev.jpg,Male figure (Heros?) and Zeus; to left nude male figure (Heros?) standing right& left foot on rock; to right Zeus& standing facing& head left& holding thunderbolt and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_19597_cn_coin_17560_p_rev.jpg,Male figure (Heros?) and Zeus; to left nude male figure (Heros?) standing right& left foot on rock; to right Zeus& standing facing& head left& holding thunderbolt and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_19597_cn_coin_43725_p_rev.jpg,Male figure (Heros?) and Zeus; to left nude male figure (Heros?) standing right& left foot on rock; to right Zeus& standing facing& head left& holding thunderbolt and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_19597_MK_18221334_cn_coin_17560_o_rev.jpg,Male figure (Heros?) and Zeus; to left nude male figure (Heros?) standing right& left foot on rock; to right Zeus& standing facing& head left& holding thunderbolt and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_19700_BNF_41766389_cn_coin_21793_o_rev.jpg,Male figure (Heros?) and Zeus; to left nude male figure (Heros?) standing right& left foot on rock; to right Zeus& standing facing& head left& holding thunderbolt and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_19700_cn_coin_17561_p_rev.jpg,Male figure (Heros?) and Zeus; to left nude male figure (Heros?) standing right& left foot on rock; to right Zeus& standing facing& head left& holding thunderbolt and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_19700_cn_coin_42433_p_rev.jpg,Male figure (Heros?) and Zeus; to left nude male figure (Heros?) standing right& left foot on rock; to right Zeus& standing facing& head left& holding thunderbolt and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_19700_cn_coin_42434_p_rev.jpg,Male figure (Heros?) and Zeus; to left nude male figure (Heros?) standing right& left foot on rock; to right Zeus& standing facing& head left& holding thunderbolt and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_19700_cn_coin_42435_p_rev.jpg,Male figure (Heros?) and Zeus; to left nude male figure (Heros?) standing right& left foot on rock; to right Zeus& standing facing& head left& holding thunderbolt and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_19700_cn_coin_42436_p_rev.jpg,Male figure (Heros?) and Zeus; to left nude male figure (Heros?) standing right& left foot on rock; to right Zeus& standing facing& head left& holding thunderbolt and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_19700_MK_18221335_cn_coin_17561_o_rev.jpg,Male figure (Heros?) and Zeus; to left nude male figure (Heros?) standing right& left foot on rock; to right Zeus& standing facing& head left& holding thunderbolt and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_16852_BNF_41767146_cn_coin_22550_o_rev.jpg,Zeus enthroned left& holding Nike (?) in outstretched right hand& left resting on sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_19828_BNF_41767359_cn_coin_22762_o_rev.jpg,Herakles and Zeus; to left& Herakles with club and lion skin; to right& Zeus with cloak and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_19880_cn_coin_43946_p_rev.jpg,Zeus standing left& holding thunderbolt and sceptre; at his feet& altar and eagle.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_20273_BNF_41769105_cn_coin_24508_o_rev.jpg,Zeus Idaios enthroned& right& leaning on sceptre with his right hand and holding a figure of Athena Ilias in his left.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_20273_cn_coin_24508_p_rev.jpg,Zeus Idaios enthroned& right& leaning on sceptre with his right hand and holding a figure of Athena Ilias in his left.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_20273_cn_coin_47144_p_rev.jpg,Zeus Idaios enthroned& right& leaning on sceptre with his right hand and holding a figure of Athena Ilias in his left.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_20273_cn_coin_47145_p_rev.jpg,Zeus Idaios enthroned& right& leaning on sceptre with his right hand and holding a figure of Athena Ilias in his left.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_20273_MK_18222902_cn_coin_17870_o_rev.jpg,Zeus Idaios enthroned& right& leaning on sceptre with his right hand and holding a figure of Athena Ilias in his left.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_20319_BNF_41769085_cn_coin_24488_o_rev.jpg,Zeus Idaios enthroned& right& leaning on sceptre with his right hand and holding a figure of Athena Ilias in his left.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_20319_cn_coin_46980_p_rev.jpg,Zeus Idaios enthroned& right& leaning on sceptre with his right hand and holding a figure of Athena Ilias in his left.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_20319_cn_coin_46982_p_rev.jpg,Zeus Idaios enthroned& right& leaning on sceptre with his right hand and holding a figure of Athena Ilias in his left.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_20319_cn_coin_46983_p_rev.jpg,Zeus Idaios enthroned& right& leaning on sceptre with his right hand and holding a figure of Athena Ilias in his left.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_20319_cn_coin_46984_p_rev.jpg,Zeus Idaios enthroned& right& leaning on sceptre with his right hand and holding a figure of Athena Ilias in his left.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_20319_cn_coin_46985_p_rev.jpg,Zeus Idaios enthroned& right& leaning on sceptre with his right hand and holding a figure of Athena Ilias in his left.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_20319_cn_coin_46986_p_rev.jpg,Zeus Idaios enthroned& right& leaning on sceptre with his right hand and holding a figure of Athena Ilias in his left.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_20319_cn_coin_46987_p_rev.jpg,Zeus Idaios enthroned& right& leaning on sceptre with his right hand and holding a figure of Athena Ilias in his left.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_20319_MK_18222881_cn_coin_47453_o_rev.jpg,Zeus Idaios enthroned& right& leaning on sceptre with his right hand and holding a figure of Athena Ilias in his left.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_20319_MK_18222882_cn_coin_47454_o_rev.jpg,Zeus Idaios enthroned& right& leaning on sceptre with his right hand and holding a figure of Athena Ilias in his left.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_20319_MK_18222883_cn_coin_47455_o_rev.jpg,Zeus Idaios enthroned& right& leaning on sceptre with his right hand and holding a figure of Athena Ilias in his left.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_20319_MK_18222884_cn_coin_47456_o_rev.jpg,Zeus Idaios enthroned& right& leaning on sceptre with his right hand and holding a figure of Athena Ilias in his left.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_20327_cn_coin_46969_p_rev.jpg,Zeus Idaios enthroned& right& leaning on sceptre with his right hand and holding a figure of Athena Ilias in his left.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_20327_MK_Platzhalter_cn_coin_47444_o_rev.jpg,Zeus Idaios enthroned& right& leaning on sceptre with his right hand and holding a figure of Athena Ilias in his left.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_20347_cn_coin_46931_p_rev.jpg,Zeus Idaios enthroned& right& leaning on sceptre with his right hand and holding a figure of Athena Ilias in his left.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_20347_cn_coin_46932_p_rev.jpg,Zeus Idaios enthroned& right& leaning on sceptre with his right hand and holding a figure of Athena Ilias in his left.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_20347_cn_coin_46933_p_rev.jpg,Zeus Idaios enthroned& right& leaning on sceptre with his right hand and holding a figure of Athena Ilias in his left.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_20347_MK_Platzhalter_cn_coin_47426_o_rev.jpg,Zeus Idaios enthroned& right& leaning on sceptre with his right hand and holding a figure of Athena Ilias in his left.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_20347_MK_Platzhalter_cn_coin_47427_o_rev.jpg,Zeus Idaios enthroned& right& leaning on sceptre with his right hand and holding a figure of Athena Ilias in his left.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_20358_BNF_41769057_cn_coin_24460_o_rev.jpg,Zeus Idaios enthroned& right& leaning on sceptre with his right hand and holding a figure of Athena Ilias in his left.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_20358_BNF_41859915_cn_coin_26587_o_rev.jpg,Zeus Idaios enthroned& right& leaning on sceptre with his right hand and holding a figure of Athena Ilias in his left.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_20358_cn_coin_46919_p_rev.jpg,Zeus Idaios enthroned& right& leaning on sceptre with his right hand and holding a figure of Athena Ilias in his left.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_20382_MK_Platzhalter_cn_coin_47523_o_rev.jpg,Zeus Idaios enthroned& right& leaning on sceptre with his right hand and holding a figure of Athena Ilias in his left.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_20382_MK_Platzhalter_cn_coin_47524_o_rev.jpg,Zeus Idaios enthroned& right& leaning on sceptre with his right hand and holding a figure of Athena Ilias in his left.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_20753_cn_coin_18100_p_rev.jpg,Nude Zeus standing facing& holding thunderbolt in lowered left hand; eagle standing left.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_20753_cn_coin_19987_p_rev.jpg,Nude Zeus standing facing& holding thunderbolt in lowered left hand; eagle standing left.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_20753_cn_coin_31686_p_rev.jpg,Nude Zeus standing facing& holding thunderbolt in lowered left hand; eagle standing left.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_20753_cn_coin_31687_p_rev.jpg,Nude Zeus standing facing& holding thunderbolt in lowered left hand; eagle standing left.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_20753_MK_18231744_cn_coin_18100_o_rev.jpg,Nude Zeus standing facing& holding thunderbolt in lowered left hand; eagle standing left.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_20753_MK_18265904_cn_coin_19986_o_rev.jpg,Nude Zeus standing facing& holding thunderbolt in lowered left hand; eagle standing left.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_20753_MK_18265905_cn_coin_19987_o_rev.jpg,Nude Zeus standing facing& holding thunderbolt in lowered left hand; eagle standing left.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_17730_BNF_1180A_cn_coin_51698_o_rev.jpg,Zeus seated& l.& holding statue of Asclepius and long sceptre
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_17730_BNF_41811480_cn_coin_24832_o_rev.jpg,Zeus seated& l.& holding statue of Asclepius and long sceptre
CN_dataset_obj_detection_04_23\dataset_obj_detection\Hades\CN_type_2099_MK_18240255_cn_coin_3775_o_rev.jpg,Hades-Serapis seated left on throne& wearing kalathos& extending right hand& holding sceptre in left hand; in front& Cerberus.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Hades\CN_type_20_cn_coin_7702_p_rev.jpg,Hades-Serapis seated left on throne& wearing kalathos& extending right hand& holding sceptre in left hand; in front& Cerberus.
